yyyymmdd,CS,TY,FT,HR,HER,yyyy,mm,dd
20090608,0,0,0,1,0,2009,6,8
20090609,0,0,0,0,0,2009,6,9
20090610,0,0,0,0,0,2009,6,10
20090611,0,0,1,1,0,2009,6,11
20090612,0,0,1,1,1,2009,6,12
20090613,0,0,1,1,1,2009,6,13
20090614,0,0,1,1,1,2009,6,14
20090615,0,0,1,1,1,2009,6,15
20090616,0,0,1,1,0,2009,6,16
20090617,0,0,0,1,0,2009,6,17
20090618,0,0,0,1,1,2009,6,18
20090619,0,1,0,1,0,2009,6,19
20090620,0,1,0,1,1,2009,6,20
20090621,0,1,0,1,1,2009,6,21
20090622,0,1,0,1,1,2009,6,22
20090623,0,0,0,1,0,2009,6,23
20090624,0,0,0,0,0,2009,6,24
20090625,0,0,1,1,0,2009,6,25
20090626,0,0,0,1,0,2009,6,26
20090627,0,0,0,1,1,2009,6,27
20090628,0,0,0,1,0,2009,6,28
20090629,0,0,0,0,0,2009,6,29
20090630,0,0,0,0,0,2009,6,30
20090701,0,0,0,0,0,2009,7,1
20090702,0,0,0,0,0,2009,7,2
20090703,0,0,1,1,0,2009,7,3
20090704,0,0,1,1,0,2009,7,4
20090705,0,0,0,1,0,2009,7,5
20090706,0,0,0,1,0,2009,7,6
20090707,0,0,0,1,0,2009,7,7
20090708,0,0,0,0,0,2009,7,8
20090709,0,0,0,0,0,2009,7,9
20090710,0,0,0,0,0,2009,7,10
20090711,0,0,0,1,0,2009,7,11
20090712,0,0,0,1,0,2009,7,12
20090713,0,0,0,1,1,2009,7,13
20090714,0,0,0,1,1,2009,7,14
20090715,0,0,0,1,0,2009,7,15
20090716,0,1,0,1,0,2009,7,16
20090717,0,1,0,1,1,2009,7,17
20090718,0,1,0,1,1,2009,7,18
20090719,0,0,0,1,0,2009,7,19
20090720,0,0,0,1,0,2009,7,20
20090721,0,0,0,0,0,2009,7,21
20090722,0,0,0,0,0,2009,7,22
20090723,0,0,0,0,0,2009,7,23
20090724,0,0,0,1,0,2009,7,24
20090725,0,0,0,1,1,2009,7,25
20090726,0,0,0,1,0,2009,7,26
20090727,0,0,0,1,0,2009,7,27
20090728,0,0,0,1,0,2009,7,28
20090729,0,0,0,1,0,2009,7,29
20090730,0,0,0,1,0,2009,7,30
20090731,0,0,0,0,0,2009,7,31
20090801,0,0,0,0,0,2009,8,1
20090802,0,0,0,1,0,2009,8,2
20090803,0,0,0,1,1,2009,8,3
20090804,0,0,0,1,1,2009,8,4
20090805,0,1,0,1,0,2009,8,5
20090806,0,1,0,1,1,2009,8,6
20090807,0,1,0,1,1,2009,8,7
20090808,0,1,0,1,1,2009,8,8
20090809,0,1,0,1,1,2009,8,9
20090810,0,0,0,1,1,2009,8,10
20090811,0,0,0,1,1,2009,8,11
20090812,0,0,0,1,1,2009,8,12
20090813,0,0,0,1,0,2009,8,13
20090814,0,0,0,0,0,2009,8,14
20090815,0,0,0,1,0,2009,8,15
20090816,0,0,0,1,0,2009,8,16
20090817,0,0,0,1,0,2009,8,17
20090818,0,0,0,1,0,2009,8,18
20090819,0,0,0,1,0,2009,8,19
20090820,0,0,0,1,1,2009,8,20
20090821,0,0,0,1,0,2009,8,21
20090822,0,0,0,1,0,2009,8,22
20090823,0,0,0,0,0,2009,8,23
20090824,0,0,0,1,0,2009,8,24
20090825,0,0,0,1,0,2009,8,25
20090826,0,0,0,1,0,2009,8,26
20090827,0,0,0,1,1,2009,8,27
20090828,0,0,0,1,0,2009,8,28
20090829,0,0,0,1,0,2009,8,29
20090830,0,0,0,1,1,2009,8,30
20090831,0,0,0,1,0,2009,8,31
20090901,0,0,0,1,0,2009,9,1
20090902,0,0,0,1,0,2009,9,2
20090903,0,0,0,1,0,2009,9,3
20090904,0,0,0,1,0,2009,9,4
20090905,0,0,0,1,1,2009,9,5
20090906,0,0,0,1,0,2009,9,6
20090907,0,0,0,0,0,2009,9,7
20090908,0,0,0,0,0,2009,9,8
20090909,0,0,0,1,1,2009,9,9
20090910,0,0,0,1,1,2009,9,10
20090911,0,0,0,1,0,2009,9,11
20090912,0,0,0,0,0,2009,9,12
20090913,0,0,0,1,0,2009,9,13
20090914,0,0,0,1,0,2009,9,14
20090915,0,0,0,1,1,2009,9,15
20090916,0,0,0,1,0,2009,9,16
20090917,0,0,0,1,0,2009,9,17
20090918,0,0,0,0,0,2009,9,18
20090919,0,0,0,1,0,2009,9,19
20090920,0,0,0,1,0,2009,9,20
20090921,0,0,0,1,0,2009,9,21
20090922,0,0,0,0,0,2009,9,22
20090923,0,0,0,1,0,2009,9,23
20090924,0,0,0,1,0,2009,9,24
20090925,0,0,0,1,0,2009,9,25
20090926,0,0,0,1,0,2009,9,26
20090927,0,0,0,1,0,2009,9,27
20090928,0,0,1,1,1,2009,9,28
20090929,0,0,1,1,1,2009,9,29
20090930,0,0,1,1,1,2009,9,30
20091001,0,0,1,1,0,2009,10,1
20091002,0,1,1,1,0,2009,10,2
20091003,0,1,0,1,0,2009,10,3
20091004,0,1,0,1,1,2009,10,4
20091005,0,1,0,1,1,2009,10,5
20091006,0,1,0,1,1,2009,10,6
20091007,0,0,0,1,0,2009,10,7
20091008,0,0,0,0,0,2009,10,8
20091009,0,0,0,0,0,2009,10,9
20091010,0,0,0,1,1,2009,10,10
20091011,0,0,0,1,1,2009,10,11
20091012,0,0,0,1,1,2009,10,12
20091013,0,0,0,1,1,2009,10,13
20091014,0,0,0,1,1,2009,10,14
20091015,0,0,0,0,0,2009,10,15
20091016,0,0,0,0,0,2009,10,16
20091017,0,0,0,0,0,2009,10,17
20091018,0,0,0,0,0,2009,10,18
20091019,0,0,0,0,0,2009,10,19
20091020,0,0,0,0,0,2009,10,20
20091021,0,0,0,0,0,2009,10,21
20091022,0,0,0,1,1,2009,10,22
20091023,0,0,0,1,1,2009,10,23
20091024,0,0,0,1,0,2009,10,24
20091025,0,0,0,0,0,2009,10,25
20091026,0,0,0,0,0,2009,10,26
20091027,0,0,0,0,0,2009,10,27
20091028,0,0,0,0,0,2009,10,28
20091029,0,0,0,0,0,2009,10,29
20091030,0,0,0,0,0,2009,10,30
20091031,0,0,0,0,0,2009,10,31
20091101,0,0,0,0,0,2009,11,1
20091102,0,0,0,0,0,2009,11,2
20091103,0,0,0,0,0,2009,11,3
20091104,0,0,0,0,0,2009,11,4
20091105,0,0,0,0,0,2009,11,5
20091106,0,0,0,0,0,2009,11,6
20091107,0,0,0,0,0,2009,11,7
20091108,0,0,0,0,0,2009,11,8
20091109,0,0,0,0,0,2009,11,9
20091110,0,0,1,0,0,2009,11,10
20091111,0,0,0,0,0,2009,11,11
20091112,0,0,0,0,0,2009,11,12
20091113,0,0,1,1,0,2009,11,13
20091114,0,0,0,1,0,2009,11,14
20091115,0,0,0,0,0,2009,11,15
20091116,0,0,1,1,0,2009,11,16
20091117,0,0,0,1,1,2009,11,17
20091118,0,0,0,1,0,2009,11,18
20091119,0,0,0,1,0,2009,11,19
20091120,0,0,0,1,1,2009,11,20
20091121,0,0,0,1,1,2009,11,21
20091122,0,0,0,1,0,2009,11,22
20091123,0,0,0,1,0,2009,11,23
20091124,0,0,0,1,0,2009,11,24
20091125,0,0,0,1,1,2009,11,25
20091126,0,0,0,1,1,2009,11,26
20091127,0,0,0,0,0,2009,11,27
20091128,0,0,0,0,0,2009,11,28
20091129,0,0,0,0,0,2009,11,29
20091130,0,0,0,0,0,2009,11,30
20091201,0,0,0,0,0,2009,12,1
20091202,0,0,0,0,0,2009,12,2
20091203,0,0,0,0,0,2009,12,3
20091204,0,0,0,0,0,2009,12,4
20091205,0,0,0,0,0,2009,12,5
20091206,0,0,0,0,0,2009,12,6
20091207,0,0,0,0,0,2009,12,7
20091208,0,0,0,0,0,2009,12,8
20091209,0,0,0,0,0,2009,12,9
20091210,0,0,1,0,0,2009,12,10
20091211,0,0,0,1,0,2009,12,11
20091212,0,0,0,1,0,2009,12,12
20091213,0,0,0,0,0,2009,12,13
20091214,0,0,0,0,0,2009,12,14
20091215,0,0,0,0,0,2009,12,15
20091216,0,0,0,1,0,2009,12,16
20091217,0,0,0,1,0,2009,12,17
20091218,0,0,0,0,0,2009,12,18
20091219,0,0,0,0,0,2009,12,19
20091220,1,0,0,0,0,2009,12,20
20091221,0,0,0,0,0,2009,12,21
20091222,0,0,0,0,0,2009,12,22
20091223,0,0,0,0,0,2009,12,23
20091224,0,0,0,0,0,2009,12,24
20091225,0,0,1,0,0,2009,12,25
20091226,0,0,0,0,0,2009,12,26
20091227,0,0,0,0,0,2009,12,27
20091228,0,0,0,0,0,2009,12,28
20091229,0,0,0,0,0,2009,12,29
20091230,0,0,0,0,0,2009,12,30
20091231,0,0,0,0,0,2009,12,31
20100101,0,0,1,0,0,2010,1,1
20100102,0,0,0,0,0,2010,1,2
20100103,0,0,0,0,0,2010,1,3
20100104,0,0,0,0,0,2010,1,4
20100105,0,0,0,0,0,2010,1,5
20100106,0,0,0,1,0,2010,1,6
20100107,0,0,0,1,0,2010,1,7
20100108,0,0,0,1,0,2010,1,8
20100109,0,0,0,0,0,2010,1,9
20100110,0,0,1,0,0,2010,1,10
20100111,0,0,0,1,0,2010,1,11
20100112,1,0,0,1,0,2010,1,12
20100113,1,0,0,0,0,2010,1,13
20100114,0,0,0,0,0,2010,1,14
20100115,0,0,0,0,0,2010,1,15
20100116,0,0,0,0,0,2010,1,16
20100117,0,0,0,0,0,2010,1,17
20100118,0,0,0,0,0,2010,1,18
20100119,0,0,0,0,0,2010,1,19
20100120,0,0,1,0,0,2010,1,20
20100121,0,0,0,1,0,2010,1,21
20100122,0,0,0,1,0,2010,1,22
20100123,0,0,0,1,0,2010,1,23
20100124,0,0,1,0,0,2010,1,24
20100125,0,0,0,0,0,2010,1,25
20100126,0,0,0,0,0,2010,1,26
20100127,0,0,1,0,0,2010,1,27
20100128,0,0,0,0,0,2010,1,28
20100129,0,0,0,0,0,2010,1,29
20100130,0,0,0,0,0,2010,1,30
20100131,0,0,1,0,0,2010,1,31
20100201,0,0,0,0,0,2010,2,1
20100202,0,0,0,0,0,2010,2,2
20100203,0,0,0,0,0,2010,2,3
20100204,0,0,0,0,0,2010,2,4
20100205,0,0,0,0,0,2010,2,5
20100206,0,0,1,0,0,2010,2,6
20100207,0,0,1,1,0,2010,2,7
20100208,0,0,0,1,0,2010,2,8
20100209,0,0,0,0,0,2010,2,9
20100210,0,0,1,0,0,2010,2,10
20100211,0,0,0,0,0,2010,2,11
20100212,0,0,0,0,0,2010,2,12
20100213,0,0,1,0,0,2010,2,13
20100214,0,0,1,0,0,2010,2,14
20100215,0,0,0,1,0,2010,2,15
20100216,0,0,0,1,0,2010,2,16
20100217,0,0,0,1,0,2010,2,17
20100218,1,0,0,1,0,2010,2,18
20100219,0,0,0,1,0,2010,2,19
20100220,0,0,0,0,0,2010,2,20
20100221,0,0,0,0,0,2010,2,21
20100222,0,0,0,0,0,2010,2,22
20100223,0,0,0,0,0,2010,2,23
20100224,0,0,0,0,0,2010,2,24
20100225,0,0,0,0,0,2010,2,25
20100226,0,0,1,0,0,2010,2,26
20100227,0,0,0,0,0,2010,2,27
20100228,0,0,0,1,0,2010,2,28
20100301,0,0,1,1,0,2010,3,1
20100302,0,0,0,0,0,2010,3,2
20100303,0,0,0,0,0,2010,3,3
20100304,0,0,1,0,0,2010,3,4
20100305,0,0,1,0,0,2010,3,5
20100306,0,0,1,0,0,2010,3,6
20100307,0,0,0,0,0,2010,3,7
20100308,0,0,0,0,0,2010,3,8
20100309,1,0,0,1,0,2010,3,9
20100310,1,0,0,0,0,2010,3,10
20100311,0,0,0,0,0,2010,3,11
20100312,0,0,0,0,0,2010,3,12
20100313,0,0,0,0,0,2010,3,13
20100314,0,0,1,0,0,2010,3,14
20100315,0,0,0,1,0,2010,3,15
20100316,0,0,0,1,0,2010,3,16
20100317,0,0,0,0,0,2010,3,17
20100318,0,0,0,0,0,2010,3,18
20100319,0,0,0,0,0,2010,3,19
20100320,0,0,0,0,0,2010,3,20
20100321,0,0,0,0,0,2010,3,21
20100322,0,0,0,0,0,2010,3,22
20100323,0,0,0,1,0,2010,3,23
20100324,0,0,1,0,0,2010,3,24
20100325,0,0,0,0,0,2010,3,25
20100326,0,0,0,0,0,2010,3,26
20100327,0,0,0,0,0,2010,3,27
20100328,0,0,0,0,0,2010,3,28
20100329,0,0,0,0,0,2010,3,29
20100330,0,0,0,0,0,2010,3,30
20100331,0,0,0,0,0,2010,3,31
20100401,0,0,1,0,0,2010,4,1
20100402,0,0,0,1,0,2010,4,2
20100403,0,0,1,1,0,2010,4,3
20100404,0,0,1,0,0,2010,4,4
20100405,0,0,1,0,0,2010,4,5
20100406,0,0,1,0,0,2010,4,6
20100407,0,0,0,1,0,2010,4,7
20100408,0,0,0,1,0,2010,4,8
20100409,0,0,0,1,0,2010,4,9
20100410,0,0,0,0,0,2010,4,10
20100411,0,0,0,0,0,2010,4,11
20100412,0,0,1,0,0,2010,4,12
20100413,0,0,0,0,0,2010,4,13
20100414,0,0,1,0,0,2010,4,14
20100415,0,0,0,1,0,2010,4,15
20100416,0,0,0,0,0,2010,4,16
20100417,0,0,0,0,0,2010,4,17
20100418,0,0,0,0,0,2010,4,18
20100419,0,0,0,1,1,2010,4,19
20100420,0,0,0,1,0,2010,4,20
20100421,0,0,1,1,0,2010,4,21
20100422,0,0,1,1,0,2010,4,22
20100423,0,0,0,1,0,2010,4,23
20100424,0,0,0,1,0,2010,4,24
20100425,0,0,1,0,0,2010,4,25
20100426,0,0,0,0,0,2010,4,26
20100427,0,0,0,0,0,2010,4,27
20100428,0,0,0,0,0,2010,4,28
20100429,0,0,0,0,0,2010,4,29
20100430,0,0,0,0,0,2010,4,30
20100501,0,0,0,0,0,2010,5,1
20100502,0,0,0,0,0,2010,5,2
20100503,0,0,0,0,0,2010,5,3
20100504,0,0,0,0,0,2010,5,4
20100505,0,0,0,1,0,2010,5,5
20100506,0,0,1,1,0,2010,5,6
20100507,0,0,1,0,0,2010,5,7
20100508,0,0,0,0,0,2010,5,8
20100509,0,0,1,0,0,2010,5,9
20100510,0,0,1,0,0,2010,5,10
20100511,0,0,1,0,0,2010,5,11
20100512,0,0,1,0,0,2010,5,12
20100513,0,0,1,0,0,2010,5,13
20100514,0,0,1,0,0,2010,5,14
20100515,0,0,1,0,0,2010,5,15
20100516,0,0,0,0,0,2010,5,16
20100517,0,0,0,0,0,2010,5,17
20100518,0,0,0,0,0,2010,5,18
20100519,0,0,1,0,0,2010,5,19
20100520,0,0,0,0,0,2010,5,20
20100521,0,0,0,1,0,2010,5,21
20100522,0,0,1,0,0,2010,5,22
20100523,0,0,1,1,1,2010,5,23
20100524,0,0,0,1,1,2010,5,24
20100525,0,0,0,0,0,2010,5,25
20100526,0,0,1,0,0,2010,5,26
20100527,0,0,1,0,0,2010,5,27
20100528,0,0,1,1,1,2010,5,28
20100529,0,0,1,1,1,2010,5,29
20100530,0,0,1,1,0,2010,5,30
20100531,0,0,1,1,0,2010,5,31
20100601,0,0,1,0,0,2010,6,1
20100602,0,0,1,1,0,2010,6,2
20100603,0,0,0,1,0,2010,6,3
20100604,0,0,0,0,0,2010,6,4
20100605,0,0,1,1,1,2010,6,5
20100606,0,0,0,1,1,2010,6,6
20100607,0,0,0,0,0,2010,6,7
20100608,0,0,0,0,0,2010,6,8
20100609,0,0,1,0,0,2010,6,9
20100610,0,0,1,1,1,2010,6,10
20100611,0,0,1,1,1,2010,6,11
20100612,0,0,1,1,1,2010,6,12
20100613,0,0,1,1,1,2010,6,13
20100614,0,0,1,1,1,2010,6,14
20100615,0,0,1,1,0,2010,6,15
20100616,0,0,1,0,0,2010,6,16
20100617,0,0,0,0,0,2010,6,17
20100618,0,0,0,0,0,2010,6,18
20100619,0,0,0,0,0,2010,6,19
20100620,0,0,0,0,0,2010,6,20
20100621,0,0,0,1,1,2010,6,21
20100622,0,0,0,1,1,2010,6,22
20100623,0,0,0,1,0,2010,6,23
20100624,0,0,0,1,0,2010,6,24
20100625,0,0,1,1,0,2010,6,25
20100626,0,0,0,1,0,2010,6,26
20100627,0,0,0,1,1,2010,6,27
20100628,0,0,0,1,1,2010,6,28
20100629,0,0,0,1,0,2010,6,29
20100630,0,0,0,1,0,2010,6,30
20100701,0,0,0,0,0,2010,7,1
20100702,0,0,0,0,0,2010,7,2
20100703,0,0,0,0,0,2010,7,3
20100704,0,0,0,0,0,2010,7,4
20100705,0,0,0,0,0,2010,7,5
20100706,0,0,0,0,0,2010,7,6
20100707,0,0,0,0,0,2010,7,7
20100708,0,0,0,0,0,2010,7,8
20100709,0,0,0,0,0,2010,7,9
20100710,0,0,0,1,0,2010,7,10
20100711,0,0,0,1,1,2010,7,11
20100712,0,0,0,1,1,2010,7,12
20100713,0,0,0,1,0,2010,7,13
20100714,0,0,0,1,0,2010,7,14
20100715,0,0,0,1,0,2010,7,15
20100716,0,0,0,1,0,2010,7,16
20100717,0,0,0,1,0,2010,7,17
20100718,0,0,0,1,0,2010,7,18
20100719,0,0,0,1,0,2010,7,19
20100720,0,0,0,1,0,2010,7,20
20100721,0,0,0,1,1,2010,7,21
20100722,0,0,0,1,0,2010,7,22
20100723,0,0,0,1,0,2010,7,23
20100724,0,0,0,1,1,2010,7,24
20100725,0,0,0,1,0,2010,7,25
20100726,0,0,0,1,1,2010,7,26
20100727,0,0,0,1,1,2010,7,27
20100728,0,0,0,1,1,2010,7,28
20100729,0,0,0,1,0,2010,7,29
20100730,0,0,0,1,1,2010,7,30
20100731,0,0,0,1,0,2010,7,31
20100801,0,0,0,1,0,2010,8,1
20100802,0,0,0,1,1,2010,8,2
20100803,0,0,0,1,1,2010,8,3
20100804,0,0,0,1,1,2010,8,4
20100805,0,0,0,1,0,2010,8,5
20100806,0,0,0,1,0,2010,8,6
20100807,0,0,0,1,0,2010,8,7
20100808,0,0,0,1,1,2010,8,8
20100809,0,0,0,1,1,2010,8,9
20100810,0,0,0,1,0,2010,8,10
20100811,0,0,0,1,0,2010,8,11
20100812,0,0,0,1,1,2010,8,12
20100813,0,0,0,1,0,2010,8,13
20100814,0,0,0,1,0,2010,8,14
20100815,0,0,0,1,1,2010,8,15
20100816,0,0,0,1,1,2010,8,16
20100817,0,0,0,1,0,2010,8,17
20100818,0,0,0,1,0,2010,8,18
20100819,0,0,0,0,0,2010,8,19
20100820,0,0,0,1,0,2010,8,20
20100821,0,0,0,1,1,2010,8,21
20100822,0,0,0,1,1,2010,8,22
20100823,0,0,0,1,0,2010,8,23
20100824,0,0,0,1,1,2010,8,24
20100825,0,0,0,1,0,2010,8,25
20100826,0,0,0,1,0,2010,8,26
20100827,0,0,0,1,0,2010,8,27
20100828,0,0,0,1,1,2010,8,28
20100829,0,0,0,1,1,2010,8,29
20100830,0,1,0,1,1,2010,8,30
20100831,0,1,0,1,1,2010,8,31
20100901,0,1,0,1,1,2010,9,1
20100902,0,1,0,1,1,2010,9,2
20100903,0,0,0,1,0,2010,9,3
20100904,0,0,0,1,1,2010,9,4
20100905,0,0,0,1,0,2010,9,5
20100906,0,0,0,1,0,2010,9,6
20100907,0,0,0,1,0,2010,9,7
20100908,0,0,0,1,1,2010,9,8
20100909,0,1,0,1,1,2010,9,9
20100910,0,1,0,1,1,2010,9,10
20100911,0,0,0,1,1,2010,9,11
20100912,0,0,0,1,0,2010,9,12
20100913,0,0,0,1,0,2010,9,13
20100914,0,0,0,1,0,2010,9,14
20100915,0,0,0,0,0,2010,9,15
20100916,0,0,0,1,1,2010,9,16
20100917,0,1,0,1,0,2010,9,17
20100918,0,1,0,1,1,2010,9,18
20100919,0,1,0,1,1,2010,9,19
20100920,0,1,0,1,1,2010,9,20
20100921,0,0,0,1,0,2010,9,21
20100922,0,0,0,0,0,2010,9,22
20100923,0,0,0,1,1,2010,9,23
20100924,0,0,0,1,1,2010,9,24
20100925,0,0,0,1,0,2010,9,25
20100926,0,0,0,1,0,2010,9,26
20100927,0,0,0,0,0,2010,9,27
20100928,0,0,0,1,0,2010,9,28
20100929,0,0,0,1,0,2010,9,29
20100930,0,0,0,1,1,2010,9,30
20101001,0,0,0,1,1,2010,10,1
20101002,0,0,1,1,0,2010,10,2
20101003,0,0,0,1,1,2010,10,3
20101004,0,0,0,1,1,2010,10,4
20101005,0,0,0,0,0,2010,10,5
20101006,0,0,0,1,0,2010,10,6
20101007,0,0,1,1,0,2010,10,7
20101008,0,0,1,1,0,2010,10,8
20101009,0,0,0,1,0,2010,10,9
20101010,0,0,0,1,0,2010,10,10
20101011,0,0,0,1,0,2010,10,11
20101012,0,0,0,1,0,2010,10,12
20101013,0,0,1,0,0,2010,10,13
20101014,0,0,1,1,0,2010,10,14
20101015,0,0,0,1,1,2010,10,15
20101016,0,0,0,1,1,2010,10,16
20101017,0,0,0,1,1,2010,10,17
20101018,0,0,0,1,1,2010,10,18
20101019,0,0,0,1,1,2010,10,19
20101020,0,1,0,1,1,2010,10,20
20101021,0,1,0,1,1,2010,10,21
20101022,0,1,0,1,1,2010,10,22
20101023,0,1,0,1,0,2010,10,23
20101024,0,0,0,1,0,2010,10,24
20101025,0,0,0,1,0,2010,10,25
20101026,0,0,0,1,0,2010,10,26
20101027,0,0,0,1,0,2010,10,27
20101028,0,0,0,1,0,2010,10,28
20101029,0,0,0,0,0,2010,10,29
20101030,0,0,0,0,0,2010,10,30
20101031,0,0,0,0,0,2010,10,31
20101101,0,0,0,0,0,2010,11,1
20101102,0,0,0,0,0,2010,11,2
20101103,0,0,0,0,0,2010,11,3
20101104,0,0,0,0,0,2010,11,4
20101105,0,0,0,1,0,2010,11,5
20101106,0,0,0,1,0,2010,11,6
20101107,0,0,0,1,0,2010,11,7
20101108,0,0,0,1,0,2010,11,8
20101109,0,0,0,0,0,2010,11,9
20101110,0,0,0,0,0,2010,11,10
20101111,0,0,0,0,0,2010,11,11
20101112,0,0,0,0,0,2010,11,12
20101113,0,0,0,0,0,2010,11,13
20101114,0,0,0,0,0,2010,11,14
20101115,0,0,0,1,0,2010,11,15
20101116,0,0,0,1,0,2010,11,16
20101117,0,0,0,1,0,2010,11,17
20101118,0,0,0,1,0,2010,11,18
20101119,0,0,0,1,0,2010,11,19
20101120,0,0,0,1,0,2010,11,20
20101121,0,0,1,1,0,2010,11,21
20101122,0,0,0,0,0,2010,11,22
20101123,0,0,0,0,0,2010,11,23
20101124,0,0,0,0,0,2010,11,24
20101125,0,0,0,1,0,2010,11,25
20101126,0,0,0,1,0,2010,11,26
20101127,0,0,0,0,0,2010,11,27
20101128,0,0,0,0,0,2010,11,28
20101129,0,0,1,0,0,2010,11,29
20101130,0,0,0,0,0,2010,11,30
20101201,0,0,0,0,0,2010,12,1
20101202,0,0,0,0,0,2010,12,2
20101203,0,0,0,0,0,2010,12,3
20101204,0,0,0,0,0,2010,12,4
20101205,0,0,1,0,0,2010,12,5
20101206,0,0,0,0,0,2010,12,6
20101207,0,0,0,0,0,2010,12,7
20101208,0,0,0,0,0,2010,12,8
20101209,0,0,0,0,0,2010,12,9
20101210,0,0,0,0,0,2010,12,10
20101211,0,0,0,0,0,2010,12,11
20101212,0,0,0,0,0,2010,12,12
20101213,0,0,1,0,0,2010,12,13
20101214,0,0,0,1,0,2010,12,14
20101215,0,0,0,1,0,2010,12,15
20101216,1,0,0,1,0,2010,12,16
20101217,0,0,0,0,0,2010,12,17
20101218,0,0,0,0,0,2010,12,18
20101219,0,0,0,0,0,2010,12,19
20101220,0,0,0,0,0,2010,12,20
20101221,0,0,0,0,0,2010,12,21
20101222,0,0,0,0,0,2010,12,22
20101223,0,0,0,0,0,2010,12,23
20101224,0,0,0,1,0,2010,12,24
20101225,0,0,0,1,0,2010,12,25
20101226,1,0,0,1,0,2010,12,26
20101227,1,0,0,0,0,2010,12,27
20101228,0,0,0,0,0,2010,12,28
20101229,0,0,0,0,0,2010,12,29
20101230,0,0,0,0,0,2010,12,30
20101231,1,0,0,0,0,2010,12,31
